Unnamed: 0,count,hate_speech,offensive_language,neither,class,tweet,tweet_cleaned,class_label
48,3,0,3,0,1,""" these bitches even worst they'll send them guys for you """,""" these bitches even worst they'll send them guys for you """,offensive language
49,3,1,2,0,1,""" these hoes like niggas that spend money not talk bout it """,""" these hoes like niggas that spend money not talk bout it """,offensive language
50,3,1,2,0,1,""" we dont trust these niggas all these bitches """,""" we dont trust these niggas all these bitches """,offensive language
51,3,0,3,0,1,""" yall niggas b cuffing hoes cause yall aint never have bitches """,""" yall niggas b cuffing hoes cause yall aint never have bitches """,offensive language
52,3,0,3,0,1,""" you dodge a bullet "" &#128517; &#8220;@DaRealKha: ""All da bitches I cut off pregnant or bound to be ....thank God &#128591;""&#8221;",""" you dodge a bullet ""   ""All da bitches I cut off pregnant or bound to be ....thank God """,offensive language
53,3,0,3,0,1,""" young Pill Chamberlain these bitches love my music """,""" young Pill Chamberlain these bitches love my music """,offensive language
54,3,0,2,1,1,"""&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;@VandalSavage_: Teanna Trump probably cleaner than most of these twitter hoes but.........""",""" Teanna Trump probably cleaner than most of these twitter hoes but.........""",offensive language
55,3,0,3,0,1,"""&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;@DaHomieFuzz: Gay niggas couldn't wait to act like bitches tonight""",""" Gay niggas couldn't wait to act like bitches tonight""",offensive language
56,3,0,3,0,1,"""&#128514;&#128514;&#128514;@The_Paradox: And ima steal his cat n replace it with a pitbull &#128514;&#128514;&#128514;&#128514; RT @80sbaby4life: @The_Paradox He a bitch you should do it""",""" And ima steal his cat n replace it with a pitbull     He a bitch you should do it""",offensive language
57,3,0,3,0,1,"""&amp; he's gone always be a hoe""",""" he's gone always be a hoe""",offensive language
58,3,0,3,0,1,"""...Son of a bitch took my Tic Tacs.""

I like this movie.","""...Son of a bitch took my Tic Tacs.""

I like this movie.",offensive language
59,3,0,3,0,1,"""..All I wanna do is get money and fuck model bitches!"" - Russell Simmons","""..All I wanna do is get money and fuck model bitches"" - Russell Simmons",offensive language
60,3,0,2,1,1,"""@2015seniorprobs: I probably wouldn&#8217;t mind school as much if we didn&#8217;t have to deal with bitch ass teachers"". Retweet",""" I probably wouldnt mind school as much if we didnt have to deal with bitch ass teachers"". Retweet",offensive language
61,3,0,3,0,1,"""@A7XDemery: I'm a fucking fag they said""",""" I'm a fucking fag they said""",offensive language
62,3,0,3,0,1,"""@ARIZZLEINDACUT: Females think dating a pussy is cute now? http://t.co/VxBJg26Gsz"" how does doing this stuff make him a pussy?",""" Females think dating a pussy is cute now?  how does doing this stuff make him a pussy?",offensive language
63,3,0,0,3,2,"""@Addicted2Guys: -SimplyAddictedToGuys http://t.co/1jL4hi8ZMF"" woof woof hot scally lad",""" -SimplyAddictedToGuys  woof woof hot scally lad",neither
64,3,0,3,0,1,"""@AdoreBellaaa: Have ya ever asked your bitch for other bitches - kanye voice"" Yes",""" Have ya ever asked your bitch for other bitches - kanye voice"" Yes",offensive language
65,3,0,3,0,1,"""@AdoreZoey: How u gone bring ur side bitch to a game where You know Ya gf friends at ?! &#128553;&#128553;&#128553;&#128553;"" I SWEAR!!!!!",""" How u gone bring ur side bitch to a game where You know Ya gf friends at ? "" I SWEAR",offensive language
66,3,0,1,2,2,"""@AllAboutManFeet: http://t.co/3gzUpfuMev"" woof woof and hot soles","""  woof woof and hot soles",neither
67,3,0,1,2,2,"""@Allyhaaaaa: Lemmie eat a Oreo &amp; do these dishes."" One oreo? Lol",""" Lemmie eat a Oreo  do these dishes."" One oreo? Lol",neither
68,3,0,3,0,1,"""@Almightywayne__: @JetsAndASwisher @Gook____ bitch fuck u http://t.co/pXmGA68NC1"" maybe you'll get better. Just http://t.co/TPreVwfq0S","""   bitch fuck u  maybe you'll get better. Just",offensive language
69,3,1,2,0,1,"""@Almightywayne__: Fuck Red Malone man bitch ass niggah"" could you please use complete sentences?",""" Fuck Red Malone man bitch ass niggah"" could you please use complete sentences?",offensive language
70,3,0,0,3,2,"""@ArizonasFinest6: Why the eggplant emoji doe?""y he say she looked like scream lmao",""" Why the eggplant emoji doe?""y he say she looked like scream lmao",neither
71,3,0,3,0,1,"""@AutoWorId: Hennessey Venom GT &#128584; http://t.co/i8eGMnKaJ9"" that's one sexy bitch",""" Hennessey Venom GT   that's one sexy bitch",offensive language
72,3,0,3,0,1,"""@BOSSBYTCHH: Him seh me pussy wetter then a shower curtain....#ahmesehwetness""&lt;lmao!!",""" Him seh me pussy wetter then a shower curtain....#ahmesehwetness""lmao",offensive language
73,3,0,3,0,1,"""@BRO_HEN314: #Eaglesnation and every #Eagles need to see that pic I just posted because that bitch just said the most racist shit""",""" #Eaglesnation and every #Eagles need to see that pic I just posted because that bitch just said the most racist shit""",offensive language
74,3,1,2,0,1,"""@BVSEDCHINK: Yo fuck skateboarding, all y'all some wood pushing faggots man, ball is life http://t.co/VBCzP6HMT7""
@AmJemieBenn",""" Yo fuck skateboarding, all y'all some wood pushing faggots man, ball is life",offensive language
75,3,0,1,2,2,"""@BabyAnimalPics: baby monkey bathtime http://t.co/7KPWAdLF0R""
Awwwwe! This is soooo ADORABLE!",""" baby monkey bathtime 
Awwwwe This is soooo ADORABLE",neither
76,3,0,3,0,1,"""@BaylaaGottaBody: &#128514;&#128514;&#128514;&#128514; I ain't shit ."" Damn Skippy lol","""  I ain't shit ."" Damn Skippy lol",offensive language
77,3,1,2,0,1,"""@BeEasyJrizzy: u ever kill a ant on the sidewalk and think damn what if that nigga was on his way to get some pussy""No bs must b &gt;30%chance",""" u ever kill a ant on the sidewalk and think damn what if that nigga was on his way to get some pussy""No bs must b 30%chance",offensive language
78,3,0,3,0,1,"""@BeenBasedB: @_KudaBrazyy http://t.co/LuUBGL9Y5u"" 0 rings 0 mvps 0 bitches lol","""   0 rings 0 mvps 0 bitches lol",offensive language
79,3,1,2,0,1,"""@BeenFLYnSolo: ppl talk bad about the ghetto/hood ... but as a kid growing up, a nigga had funnnnnnn !""",""" ppl talk bad about the ghetto/hood ... but as a kid growing up, a nigga had funnnnnnn """,offensive language
80,9,0,7,2,1,"""@BestProAdvice: The facts on tattoos...tattoo http://t.co/ZwnbhpDZ8e"" he's a pussy with not tattooing them nipples",""" The facts on tattoos...tattoo  he's a pussy with not tattooing them nipples",offensive language
81,3,0,3,0,1,"""@Bill215_: &#128175;&#128175;&#128175; RT @nel_ayden Bitches be wanting to act like niggas so bad &#128553;&#128553;&#128553; that shit aint cuteeeee"" but niggas act like bitches..","""    Bitches be wanting to act like niggas so bad  that shit aint cuteeeee"" but niggas act like bitches..",offensive language
82,3,0,3,0,1,"""@BitchJones92: Get worshiping bitch! http://t.co/R37CejCjou"" woof woof",""" Get worshiping bitch  woof woof",offensive language
83,3,1,2,0,1,"""@BlackChiquitita: Wow. RT @thatmanpalmer I'm lost. Are those buttcheek piercings? http://t.co/yn6guyOUQ6"" yeah she's a hoe",""" Wow.   I'm lost. Are those buttcheek piercings?  yeah she's a hoe",offensive language
84,3,0,3,0,1,"""@BlackNerdJade: Ok, sis."" She'd rather be a broke bitch? *shrugs* she'll have to tell me how it works for her",""" Ok, sis."" She'd rather be a broke bitch? *shrugs* she'll have to tell me how it works for her",offensive language
85,3,2,1,0,0,"""@Blackman38Tide: @WhaleLookyHere @HowdyDowdy11 queer"" gaywad","""   queer"" gaywad",hate speech
87,3,0,3,0,1,"""@BrokenPiecesmsc: @ItsNotAdam faggot read my tweets after dat k"" it wasn't even funny lol","""  faggot read my tweets after dat k"" it wasn't even funny lol",offensive language
88,3,0,3,0,1,"""@BrosConfessions: This bitch was so ungrateful http://t.co/06e77bGwbx"" fr ..... LULWHORE",""" This bitch was so ungrateful  fr ..... LULWHORE",offensive language
89,3,0,3,0,1,"""@CASHandBOOBIES: I been kidnapped yo bitch""",""" I been kidnapped yo bitch""",offensive language
90,3,3,0,0,0,"""@CB_Baby24: @white_thunduh alsarabsss"" hes a beaner smh you can tell hes a mexican","""  alsarabsss"" hes a beaner smh you can tell hes a mexican",hate speech
91,3,1,2,0,1,"""@CCobey: @AydanMcCoy happy birthday nigs"" Thanks yo","""  happy birthday nigs"" Thanks yo",offensive language
92,6,1,5,0,1,"""@CHlLDHOODRUINER: when ur teacher tells u that u have homework https://t.co/RKk5vawIj1"" this bitch need to go!!!",""" when ur teacher tells u that u have homework https//t.co/RKk5vawIj1"" this bitch need to go",offensive language
93,3,1,2,0,1,"""@CaelanG15: ""@22EdHam: @CaelanG15 that nigga was eating that hoe lol"" Hell Yea lol john Paul"" nigga said john paul.. http://t.co/OSIpBKPr9h",""" ""  that nigga was eating that hoe lol"" Hell Yea lol john Paul"" nigga said john paul..",offensive language
94,3,0,3,0,1,"""@CanIFuckOrNah: What would y'all lil ugly bald headed bitches do if they stop making make-up &amp; weave?""",""" What would y'all lil ugly bald headed bitches do if they stop making make-up  weave?""",offensive language
95,3,1,2,0,1,"""@CarelessOne92: Leafs better win this damn game so I can go riot and shit #EarlyChristmas"" you better start looting my nig",""" Leafs better win this damn game so I can go riot and shit #EarlyChristmas"" you better start looting my nig",offensive language
96,3,0,3,0,1,"""@CauseWereGuys: Going back to school sucks more dick than the hoes who attend it.""",""" Going back to school sucks more dick than the hoes who attend it.""",offensive language
97,3,0,3,0,1,"""@CauseWereGuys: On my way to fuck yo bitch http://t.co/j906T5zE2R"" me as a 9 year old",""" On my way to fuck yo bitch  me as a 9 year old",offensive language
98,3,0,3,0,1,"""@CeleyNichole: @white_thunduh how come you never bring me food"" i dont have a car retard","""  how come you never bring me food"" i dont have a car retard",offensive language
99,3,0,3,0,1,"""@ChadMFVerbeck: If Richnow doesn't show up with hella tinder hoes Im not his friend anymore"" chill I brought like like 8 prople",""" If Richnow doesn't show up with hella tinder hoes Im not his friend anymore"" chill I brought like like 8 prople",offensive language
100,3,1,2,0,1,"""@ChandlerParsons: How bout them Cowboys!!!!"" Shutup pussy",""" How bout them Cowboys"" Shutup pussy",offensive language
101,3,0,3,0,1,"""@ClicquotSuave: LMAOOOOOOOOOOO this nigga @Krillz_Nuh_Care http://t.co/AAnpSUjmYI"" &lt;bitch want likes for some depressing shit..foh",""" LMAOOOOOOOOOOO this nigga   bitch want likes for some depressing shit..foh",offensive language
102,3,0,3,0,1,"""@Coley_Cee: @lil_aerii girl you know I was spitting that G shit to you &amp; you was going lbvs""bitch plz","""  girl you know I was spitting that G shit to you  you was going lbvs""bitch plz",offensive language
103,3,0,3,0,1,"""@Coley_Cee: Let me make a couple tweets off cuzzo page, so I won't get in twitter jail.""lmao bitch don't trick me again",""" Let me make a couple tweets off cuzzo page, so I won't get in twitter jail.""lmao bitch don't trick me again",offensive language
104,3,0,2,1,1,"""@ComedyPosts: Harlem shake is just an excuse to go full retard for 30 seconds.""",""" Harlem shake is just an excuse to go full retard for 30 seconds.""",offensive language
105,3,0,3,0,1,"""@ComedyTruth: amen miley &#128591; http://t.co/P2Kb2tfyxr""okay, but she don't need to act like a hoe just bc she's ""emotionally damaged"" foh",""" amen miley   but she don't need to act like a hoe just bc she's ""emotionally damaged"" foh",offensive language
106,3,0,3,0,1,"""@CoryBandz: having one loyal female is wayyyyy better than having hoes , idc &#128175;""",""" having one loyal female is wayyyyy better than having hoes , idc """,offensive language
107,3,0,3,0,1,"""@Crhedrys: Pussy licking pussy.... meow meow #StopWhitePeople2014 &#128049; https://t.co/KeegDCjS5K&#8221;""""""""

&#128533;",""" Pussy licking pussy.... meow meow #StopWhitePeople2014  https//t.co/KeegDCjS5K""""""""

",offensive language
108,3,0,3,0,1,"""@DBAB_Holloway: Check out our 12th man. #CowboysNation"" even with all those faggot ny fans in the stands",""" Check out our 12th man. #CowboysNation"" even with all those faggot ny fans in the stands",offensive language
109,3,0,3,0,1,"""@DGotBricks: What happen to them vixen ent bitches"" they got ran and threw to the side like a foothill bitch",""" What happen to them vixen ent bitches"" they got ran and threw to the side like a foothill bitch",offensive language
110,3,0,3,0,1,"""@DaeDaviDavie: @white_thunduh im the bitch okay nudes pat &#128554;&#128527;&#128056;"" wow","""  im the bitch okay nudes pat "" wow",offensive language
111,3,3,0,0,0,"""@DevilGrimz: @VigxRArts you're fucking gay, blacklisted hoe"" Holding out for #TehGodClan anyway http://t.co/xUCcwoetmn","""  you're fucking gay, blacklisted hoe"" Holding out for #TehGodClan anyway",hate speech
112,3,0,3,0,1,"""@DiamondLoudKush: The fuck be wrong with these bitches?"" Nobody knows",""" The fuck be wrong with these bitches?"" Nobody knows",offensive language
113,3,0,3,0,1,"""@Dietrich1892: Yall shut up:p"" make me bitch",""" Yall shut upp"" make me bitch",offensive language
114,3,1,2,0,1,"""@DionaIrish: I hate a ""I'm pregnant"" type of bitch.""",""" I hate a ""I'm pregnant"" type of bitch.""",offensive language
115,3,0,3,0,1,"""@DoYou_Q: Got bitches in the DM but I don't ever read'em"" which is y your top 3",""" Got bitches in the DM but I don't ever read'em"" which is y your top 3",offensive language
116,3,0,0,3,2,"""@DomWorldPeace: Baseball season for the win. #Yankees"" This is where the love started",""" Baseball season for the win. #Yankees"" This is where the love started",neither
117,3,0,3,0,1,"""@Dommoneek: Little stupid as bitch I don't fuck with yoooooouuuu..""",""" Little stupid as bitch I don't fuck with yoooooouuuu..""",offensive language
118,3,0,3,0,1,"""@DreadheadAri: she really asked me that dead ass serious tho, all i could say was ""bitch wheet"" LOL",""" she really asked me that dead ass serious tho, all i could say was ""bitch wheet"" LOL",offensive language
119,3,0,0,3,2,"""@DunderbaIl: I'm an early bird and I'm a night owl, so I'm wise and have worms.""",""" I'm an early bird and I'm a night owl, so I'm wise and have worms.""",neither
120,3,0,1,2,2,"""@EdgarPixar: Overdosing on heavy drugs doesn't sound bad tonight."" I do that pussy shit every day.",""" Overdosing on heavy drugs doesn't sound bad tonight."" I do that pussy shit every day.",neither
121,3,0,0,3,2,"""@El_Grillo1: Pit Bulls Photographed As Lovely Fairy Tale Creatures http://t.co/Q0Sm89oOLh&#8221;

They *are* fairy tale creatures.",""" Pit Bulls Photographed As Lovely Fairy Tale Creatures 

They *are* fairy tale creatures.",neither
122,3,0,3,0,1,"""@Ferocious_Ghost: @1stName_Bravo Aw."" ...fag, don't tweet ""aw"" to me lol","""  Aw."" ...fag, don't tweet ""aw"" to me lol",offensive language
123,3,0,0,3,2,"""@FloKid88: As long as the Lakers trash from now on, I could careless. And that's real."". CC: @BENBALLER hahaha",""" As long as the Lakers trash from now on, I could careless. And that's real."". CC  hahaha",neither
124,3,0,3,0,1,"""@Frosstyy_: @h0rheyd I didn't say anything tho"" kiss me then faggot","""  I didn't say anything tho"" kiss me then faggot",offensive language
125,3,0,0,3,2,"""@FunnyPicsDepot: this the ""I play soccer, cheat on girls, and wear khaki coloured cargos"" haircut http://t.co/ZUai7qWBIR"" &#128514; yup",""" this the ""I play soccer, cheat on girls, and wear khaki coloured cargos"" haircut   yup",neither
126,3,0,3,0,1,"""@G27Status: I could go for a fat ass bitch on my lap"" same",""" I could go for a fat ass bitch on my lap"" same",offensive language
127,3,0,3,0,1,"""@GEDMelle: 17 missed calls!!!! &#128544;&#128545;""Das yo P.O bitch twitter finna be screamn #FreeMoneyMelle",""" 17 missed calls ""Das yo P.O bitch twitter finna be screamn #FreeMoneyMelle",offensive language
128,6,0,6,0,1,"""@GTM_Al: Ya side bitch gotta know it's rules to this shit..anybody ask you my cousin from jersey thinkin bout moving"" lmmfao &#128514;&#128514;&#128514;&#128514;",""" Ya side bitch gotta know it's rules to this shit..anybody ask you my cousin from jersey thinkin bout moving"" lmmfao ",offensive language
129,3,0,3,0,1,"""@GagaTom1: &#8220;@MaleFoot: 3 | Amo los pies http://t.co/4QE1hDkK8i&#8221;"" fuck yeah","""  3 | Amo los pies  fuck yeah",offensive language
130,3,0,3,0,1,"""@GirlThatsVonte: These hoes be thinking Meat won't slap they ass &#128564;&#128075;"" ainna bruh",""" These hoes be thinking Meat won't slap they ass "" ainna bruh",offensive language
131,3,0,3,0,1,"""@GirlThatsVonte: Yall bitches wit no edges be doing the most talking &#128553;&#128564;&#9995;""&#128514;&#128514;&#128514;",""" Yall bitches wit no edges be doing the most talking """,offensive language
132,3,0,3,0,1,"""@GirlThatsVonte: Yall still going trick or treating this year or nah?""hell yeah ima be da sweet tooth bandit steal bitches bags n shit",""" Yall still going trick or treating this year or nah?""hell yeah ima be da sweet tooth bandit steal bitches bags n shit",offensive language
133,3,0,3,0,1,"""@Girllssues: I wanna have sex with my mom fuck her right in that pussy where I came from"" damn you got hacked like fuck",""" I wanna have sex with my mom fuck her right in that pussy where I came from"" damn you got hacked like fuck",offensive language
134,6,0,6,0,1,"""@Gizzy_Jones94: If she kiss u with her eyes open watch that bitch!""lmfao",""" If she kiss u with her eyes open watch that bitch""lmfao",offensive language
135,3,0,3,0,1,"""@Goofstroop: You a woulda coulda shoulda ass hoe &#128563;&#128586;""",""" You a woulda coulda shoulda ass hoe """,offensive language
136,3,0,3,0,1,"""@Gotti_LTF: Happy Bday Bitch Ass Nigga @JetsAndASwisher""preciate that bitch roll up!",""" Happy Bday Bitch Ass Nigga ""preciate that bitch roll up",offensive language
137,3,0,3,0,1,"""@HBMostDope: @1Jayee @PipinHoes used to send that bitch up""","""   used to send that bitch up""",offensive language
138,6,0,6,0,1,"""@HBMostDope: Ugly bitches be like I'm my own WCW duh bitch you ain't nobody elses&#128514;&#128514;""",""" Ugly bitches be like I'm my own WCW duh bitch you ain't nobody elses""",offensive language
139,3,1,2,0,1,"""@HaloTGMG: @1stName_Bravo nigga you know we hacky sack hoes."" ...nah, I throw no look passes lmao","""  nigga you know we hacky sack hoes."" ...nah, I throw no look passes lmao",offensive language
141,3,1,2,0,1,"""@HeartlessFuck: Glad I'm getting outta Atlanta. Nothing but a bunch of niggas in &amp; outta jail &amp; dumb bitches with mad kids fuckin em.""",""" Glad I'm getting outta Atlanta. Nothing but a bunch of niggas in  outta jail  dumb bitches with mad kids fuckin em.""",offensive language
142,3,0,1,2,2,"""@HermosaAlma: This isn't ghetto.....it's smart https://t.co/MPAzQ3Jswf"" I'm doing this idc",""" This isn't ghetto.....it's smart https//t.co/MPAzQ3Jswf"" I'm doing this idc",neither
143,3,0,2,1,1,"""@HiImJoriB: I would wife a hoe only cuz we wouldn't care that we cheating in each other."" ...why force the relationship in the first place?",""" I would wife a hoe only cuz we wouldn't care that we cheating in each other."" ...why force the relationship in the first place?",offensive language
144,3,0,3,0,1,"""@HornyFacts: Being single isn't an excuse to be a hoe."" @TheOneMiss_Luu",""" Being single isn't an excuse to be a hoe.""",offensive language
145,3,1,2,0,1,"""@HoskinsTy96: White boy power bitch"" black power bitch",""" White boy power bitch"" black power bitch",offensive language
146,3,0,3,0,1,"""@Hudgens_11: Lets get drunk, get blowed, spit shit spark blunts &amp; fuck hoes!"" Bro white dudes have no chill.",""" Lets get drunk, get blowed, spit shit spark blunts  fuck hoes"" Bro white dudes have no chill.",offensive language
147,3,0,3,0,1,"""@IScoutGirls: @verbally_abrupt bitch where u been"" Around the world and back. Where you been?","""  bitch where u been"" Around the world and back. Where you been?",offensive language
148,3,0,3,0,1,"""@ItsYahBoiRay: @anelylove if I don't get my dick sucked at yo party by a bad bitch I'm fr gone set it off &#128514;&#128514;&#128514;&#128514;"" *by @anelylove *","""  if I don't get my dick sucked at yo party by a bad bitch I'm fr gone set it off "" *by  *",offensive language
149,3,0,2,1,1,"""@Itsyesie: #oomf is soooo cute. But he probably has hoes on him a lot.""",""" #oomf is soooo cute. But he probably has hoes on him a lot.""",offensive language
150,3,0,3,0,1,"""@JAYten9: In every cartoon theirs alway a @_nuffsaid15 saving these hoes lmao. http://t.co/9uKD8wtZ6x"" lmao damn captain SaveAHoe",""" In every cartoon theirs alway a  saving these hoes lmao.  lmao damn captain SaveAHoe",offensive language
151,3,0,1,2,2,"""@JReebo: Who wants to get there nose in these bad bois then #scally #chav #sockfetish #stinking http://t.co/FeQxgN0W6I"" hot sox and legs",""" Who wants to get there nose in these bad bois then #scally #chav #sockfetish #stinking  hot sox and legs",neither
152,3,0,3,0,1,"""@JamesyNBA: I wish I was a bitch like my brother keezy &#128530;"" ooooow I bet you do",""" I wish I was a bitch like my brother keezy "" ooooow I bet you do",offensive language
153,6,0,6,0,1,"""@JasminePore: If you dressed up as a cat for Halloween you are basic."" ...or a pussy",""" If you dressed up as a cat for Halloween you are basic."" ...or a pussy",offensive language
154,4,0,4,0,1,"""@Jewelxo: Can pornhub just get a gaming stream feature so these dumb bitches can gtfo"" @Pornhub get on it Katie&lt;3",""" Can pornhub just get a gaming stream feature so these dumb bitches can gtfo""  get on it Katie3",offensive language
155,3,0,3,0,1,"""@JoeBudden: stop being scared to choke her during sex u bitch ass niggas. She&#8217;ll like it."". Says the guy who hits women out of bed. FOH",""" stop being scared to choke her during sex u bitch ass niggas. Shell like it."". Says the guy who hits women out of bed. FOH",offensive language
156,3,0,3,0,1,"""@Johnny55Perez: @white_thunduh ha well iguess I make them hoes loyal bro"" theyll never be loyal that y they hoes my nig","""  ha well iguess I make them hoes loyal bro"" theyll never be loyal that y they hoes my nig",offensive language
